name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
"Optimiser la consommation et de la gestion des ressources (eau, énergie et matières premières)",/aides/a9a1-soutien-a-loptimisation-de-la-consommation-et/,True,,False,url not starting with http,[],False
Soutenir les projets de coopération internationale des collectivités territoriales dans des pays en développement,/aides/6fc0-soutien-pour-les-projets-de-cooperation-inter/,True,,False,url not starting with http,[],False
Bénéficier d'un suivi personnalisé suite à la création de son entreprise,/aides/0284-8-cheque-suivi-post-creation/,True,,True,,[],False
Inciter les internes en médecine à pratiquer dans des zones fragilisées par des actions de sensibilisation et d'information,/aides/140b-aides-incitatives-a-la-pratique-en-zones-frag/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/10/aides-incitatives-internes-medecine.pdf'],True
Inciter les internes en médecine à pratiquer dans des zones fragilisées en créer des lieux d'hébergement,/aides/2093-aides-incitatives-a-la-pratique-en-zones-frag/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/10/aides-incitatives-internes-medecine.pdf'],True
Renforcer la coopération audiovisuelle et cinématographique dans la Grande Région,/aides/6dd9-fonds-daide-au-co-developpement-de-la-grande-/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/07/aap-fonds-aide-codev-grande-region-2019-reglement-v2.pdf'],True
Soutenir financièrement les entreprises de la 1ère transformation du bois pour l’achat de bois scolytés,/aides/b364-crise-scolytes-aide-remboursable-en-soutien-a/,False,Status 404,False,url not starting with http,[],False
Soutenir les projets d'aménagements hydrauliques multifonctions,/aides/94a4-eau-et-territoire-amenagement-hydraulique-mul/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/07/eau-territoire-amenagement-hydraulique-reglement.pdf'],True
Inciter à la poursuite de la formation grâce à la garde d'enfants,/aides/9c9d-fonds-regional-dincitation-a-la-formation-fri/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/07/07-10-frif-garde-enfants-a5.pdf'],True
Accompagner le développement de l'activité des petites et moyennes entreprises par l'intégration de nouvelles compétences,/aides/650f-dispositif-ardan/,True,,False,url not starting with http,[],False
Soutenir les initiatives artistiques et culturelles locales,/aides/c472-soutien-aux-initiatives-artistiques-et-cultur/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/06/initiatives-artistiques-et-culturelles-locales-2019-reglement.pdf'],True
Aider les entreprises artisanales en développement à moderniser leurs outils de production,/aides/9210-appel-a-manifestation-dinteret-artisanat-de-d/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2019/06/grand-est-artisanat-de-demain-ami-6.pdf', 'https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf']",True
"Dynamiser le renouvellement des peupleraies régionales - financement de la charte ""merci le peuplier""",/aides/bc3c-abondement-a-la-charte-merci-le-peuplier-redy/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2019/04/convention-a-mercilp-gdest-20190408.pdf', 'https://www.grandest.fr/wp-content/uploads/2019/04/fiche-dispositif-merci-le-peuplier-10042019-vf.pdf']",True
Soutenir l'extension des consignes de tri,/aides/9140-soutien-a-la-valorisation-matiere-extension-d/,True,,False,url not starting with http,[],False
Soutenir les démarches territoriales de prévention des déchets et de tarification incitative,/aides/4527-soutien-aux-demarches-territoriales-de-preven/,False,Status 404,False,url not starting with http,[],False
Inciter les projets transfrontaliers dans le domaine du livre,/aides/e30e-aide-aux-projets-transfrontaliers-dans-le-dom/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/03/aide-aux-projets-transfrontaliers-reglement-2022.pdf'],True
Soutenir les librairies indépendantes,/aides/8cd7-aide-a-la-librairie-independante/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/03/aide-a-la-librairie-reglement-2022.pdf'],True
Soutenir l'édition indépendante,/aides/ef08-aide-a-ledition-independante/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/03/aide-a-ledition-reglement-2022.pdf'],True
Dynamiser la création littéraire via des bourses d'aides aux auteurs et des aides aux résidences d'auteurs associés,/aides/9cd0-aide-aux-auteurs-bourse-daide-a-la-creation-l/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2019/03/aide-aux-auteurs-reglement-2022.pdf'],True
Primer la recherche,/aides/fbec-programme-attractivite-de-la-recherche-primer/,True,,False,url not starting with http,[],False
Soutenir l’investissement d’adaptation des exploitations d’élevage,/aides/5aa1-investissements-dadaptation-des-elevages-sech/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2019/02/reglement-investissements-dadaptation-des-elevages-veaux-laitiers-ab-1.pdf', 'https://www.grandest.fr/wp-content/uploads/2019/02/formulaire-investissements-dadaptation-des-elevages-veaux-laitiers-volet-1.pdf']",True
Soutenir les actions de promotion des métiers,/aides/4df6-soutien-aux-actions-de-promotion-des-metiers/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2018/12/cahier-des-charges-promotion-des-metiers-2017-2022.pdf'],True
Accompagner les demandeurs d'emploi vers le retour à l'emploi,/aides/65ac-conseil-et-accompagnement-vae-en-grand-est/,True,,False,url not starting with http,[],False
Sécuriser les productions agricoles vis-à-vis des aléas climatiques et des attaques des ravageurs,/aides/6482-prevention-des-risques-en-agriculture/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2018/12/formulaire-irrigation-plantation-prevention-2022.pdf'],True
Augmenter la production des vergers en les développant et en assurant un renouvellement des espèces,/aides/d779-soutien-au-developpement-et-a-la-renovation-d/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2018/12/formulaire-irrigation-plantation-prevention-2022.pdf', 'https://www.grandest.fr/wp-content/uploads/2018/12/reglement-plantation-v7.pdf']",True
Sécuriser la ressource en eau,/aides/4d2e-aide-a-la-securisation-de-la-ressource-en-eau/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2019/03/reglement-irrigation-v4.pdf', 'https://www.grandest.fr/wp-content/uploads/2018/12/formulaire-irrigation-plantation-prevention-2022.pdf']",True
"Soutenir les animations d'éducation à la nature, à l'environnement et au développement durable",/aides/51e7-soutien-aux-animations-deducation-a-la-nature/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2018/11/soutien-aux-animations-education-environnement-reglement.pdf'],True
Soutenir les actions d’intégration et d’accompagnement dans la vie étudiante et valoriser les engagements et les mouvements étudiants,/aides/05e2-soutien-a-lanimation-de-la-vie-etudiante/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2018/10/reglement-animation-vie-etudiante-2019.pdf'],True
Aider au développement de la génétique ovine,/aides/c370-aide-au-developpement-de-la-genetique-ovine/,True,,False,url not starting with http,[],False
Intégrer un parcours d'accompagnement à l'export,/aides/cded-be-est-export/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2018/01/parcours-be-est-export-diagnostic-export-et-accompagnement-ciblage-marches-accompagnement-post-diagnostic.pdf'],True
Coopérer avec le Canton de Fribourg (Suisse),/aides/ebd4-cooperation-culturelle-avec-le-canton-de-frib/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf', 'https://www.grandest.fr/wp-content/uploads/2018/01/cooperation-culturelle-fribourg-2020.pdf']",True
Accompagner le développement des start-ups,/aides/1c75-be-est-appel-a-manifestation-dinteret-incubat/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2018/01/incubateur-dexcellence-grand-est-cahier-des-charges-labellisation-ami.pdf'],True
Mettre en marché les productions alimentaires agricoles,/aides/c3c7-mise-en-marche-des-productions-alimentaires-a/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2018/01/reglement-soutien-a-la-mise-en-marche.pdf', 'https://www.grandest.fr/wp-content/uploads/2018/01/formulaire-soutien-a-la-mise-en-marche.pdf']",True
Se former en alternance pour les sportifs de haut niveau,/aides/d936-formation-en-alternance-pour-les-sportifs-de-/,True,,False,url not starting with http,[],False
Soutenir les investissements dans les industries agro-alimentaires,/aides/cf59-soutien-aux-investissements-dans-les-industri/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2017/11/iaa-ge-reglement-2020.pdf'],True
"Aider les projets collaboratifs de recherche, de développement et d'innovation",/aides/ea1e-aide-aux-projets-collaboratifs-de-recherche-e/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2017/10/aide-aux-projets-collaboratifs-de-recherche-developpement-innovation-ge.pdf'],True
Aider au développement des œuvres cinématographiques et audiovisuelles ou à destination des nouveaux médias,/aides/374f-aide-au-developpement-des-uvres-cinematograph/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2017/08/annexe11-19cp-2366-du-22-nov-2019-convention-dev-audio-et-smad-documentaire.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe12-19cp-2366-du-22-nov-2019-convention-dev-long-metrage-doc-et-fiction-pvr.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe10-19cp-2366-du-22-nov-2019-convention-dev-audio-et-smad-fiction-pvr.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/developpement-longs-metrages-cinema-oeuvres-audio-doc-fiction-pvr-2021.pdf']",True
Aider à la production audiovisuelle et nouveaux médias fiction prise de vue réelle,/aides/5335-aide-a-la-production-audiovisuelle-et-nouveau/,True,,False,url not starting with http,['https://www.grandest.fr/wp-content/uploads/2017/08/production-audiovisuelle-smad-fiction-prv-reglement-2021.pdf'],True
Aider à la production audiovisuelle et nouveaux médias documentaires,/aides/cb72-aide-a-la-production-audiovisuelle-et-nouveau/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2017/08/production-audiovisuelle-smad-documentaire-reglement-2021.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe16-19cp-2366-du-22-nov-2019-convention-prod-audio-et-smad-doc.pdf']",True
"Aider à la production de longs métrages cinéma, documentaire et fiction prise de vue réelle",/aides/1207-aide-a-la-production-de-longs-metrages-cinema/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe14-19cp-2366-du-22-nov-2019-convention-prod-lm-cinema-doc-et-fiction-pvr.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/production-longs-metrages-cinema-doc-fiction-prv-2021-2.pdf']",True
"Aider à la production de courts métrages cinéma, documentaire et fiction prise de vue réelle",/aides/5948-aide-a-la-production-de-courts-metrages-cinem/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2017/08/annexe13-19cp-2366-du-22-nov-2019-convention-prod-cm-doc-et-fiction-pvr.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/dispo-courtsmetrages-revu-20-09-22-der.pdf']",True
"Aider au développement et à la production cinéma, audiovisuel et nouveaux médias d'œuvres d'animation",/aides/58ad-aide-au-developpement-et-a-la-production-cine/,True,,False,url not starting with http,"['https://www.grandest.fr/wp-content/uploads/2017/08/annexe19-19-cp-2366-du-22-nov-2019-convention-lm-anim.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe17-19cp-2366-du-22-nov-2019-convention-dev-anim.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/soutien-cinema-animation-2021.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe20-19cp-2366-du-22-nov-2019-convention-prod-tv-anim.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/annexe18-19cp-2366-du-22-nov-2019-convention-prod-cm-anim.pdf']",True
Soutenir la mobilité internationale des lycéens,/aides/9a60-mobilite-internationale-des-lyceens/,True,,True,,"['https://www.grandest.fr/wp-content/uploads/2016/11/guide-arpege-usagers-aides-dematerialisees.pdf', 'https://www.jeunest.fr/wp-content/uploads/2019/12/3129-D%C3%A9pliant-mobilit%C3%A9-v16-par-pages.pdf', 'https://www.grandest.fr/wp-content/uploads/2017/08/mobilite-internationale-lyceens-reglement.pdf']",True
