name,url,error_orig,type_error_orig,error_app,type_error_app,pdfs,pdf_avec_criteres
Protéger les captages - études préalables à la déclaration d’utilité publique,/aides/caf7-proteger-les-captages-declaration-dutilite-pu/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Protéger les captages - Travaux de protection prescrits par les DUP des captages,/aides/4cb3-proteger-les-captages-travaux-de-protection-p/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Protéger les captages - Indemniser les servitudes prescrites par les DUP des captages,/aides/1a0a-proteger-les-captages-indemnisation-des-servi/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Assurer l’approvisionnement public en eau potable,/aides/103a-assurer-lapprovisionnement-public-en-eau-pota/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Gérer la rareté de la ressource en eau (économie d’eau des collectivités),/aides/f061-gestion-de-la-rarete-de-la-ressource-en-eau-e/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Protéger et restaurer les milieux aquatiques ou humides et leurs milieux connectés,/aides/37fb-proteger-et-restaurer-les-milieux-aquatiques-/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Diminuer les pollutions diffuses des milieux aquatiques (maîtriser le ruissellement et l'érosion des sols),/aides/5ecd-diminuer-les-pollutions-diffuses-des-milieux-/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Faire des études foncières,/aides/69a3-acquisition-et-maitrise-fonciere-etudes-fonci/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser des acquisitions foncières au bénéfice d’aires d’alimentation de captages,/aides/cb4e-acquisition-et-maitrise-fonciere-acquisitions/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
"Acquérir des zones humides continentales, arrière-littorales et littorales, de rives et de terrains naturels connectés à des zones humides",/aides/9ff5-acquisition-et-maitrise-fonciere-acquisition-/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Réaliser des mises en réserve foncière (Préfinancement),/aides/2b31-acquisition-et-maitrise-fonciere-mise-en-rese/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Faire des acquisitions foncières temporaires pour réaliser des travaux,/aides/3934-acquisition-et-maitrise-fonciere-acquisition-/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Pérenniser la gestion et les impacts des terrains en maitrise foncière - Acquisition et maîtrise foncière,/aides/ba1b-acquisition-et-maitrise-fonciere-operations-n/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Financer les mise en réserve foncière et acquisition temporaire,/aides/588e-acquisition-et-maitrise-fonciere-mise-en-rese/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Améliorer la connaissance du risque d’inondation et de submersion marine - Prévenir les inondations et les étiages,/aides/7cc9-prevenir-les-inondations-et-les-etiages-etude/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Prévenir les inondations et les étiages,/aides/7a3b-prevenir-les-inondations-et-les-etiages-etude/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Indemniser pour changements de pratiques ou de systèmes agricoles dans les ZEC - Prévenir les inondations et les étiages,/aides/be4f-prevenir-les-inondations-et-les-etiages-indem/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Déployer des études pour protéger les milieux aquatiques face à la sécheresse,/aides/24c1-protection-des-milieux-aquatiques-face-a-la-s/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Protéger les milieux aquatiques face à la sécheresse avec la pêche de sauvegarde,/aides/067a-protection-des-milieux-aquatiques-face-a-la-s/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Créer et réhabiliter des réserves d’eau en soutien des étiages pour protéger les milieux aquatiques face à la sécheresse,/aides/cf7a-protection-des-milieux-aquatiques-face-a-la-s/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Ouvrages structurants : Etudes de programmation/incidence/faisabilité de nouveaux ouvrages et d’optimisation d’ouvrages existants,/aides/67c0-ouvrages-structurants-etudes-de-programmation/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Créer et réhabiliter les ouvrages structurants pour le soutien d’étiage,/aides/891e-ouvrages-structurants-creation-et-rehabilitat/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
"Acquérir des connaissances sur les milieux aquatiques, marins et leur biodiversité",/aides/7c9f-acquerir-les-connaissances-sur-les-milieux-aq/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
"Acquérir, bancariser, exploiter et diffuser les données concernant l'état des milieux aquatiques",/aides/650b-surveillance-environnementale-suivi-qualitati/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Acquérir et bancariser des données sur les eaux souterraines et marines,/aides/15da-surveillance-environnementale-banques-de-donn/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
"Mener des études générales pour l’élaboration, la révision et la mise en œuvre des SAGE (schémas d’aménagement et de gestion des eaux), y compris les enquêtes publiques.",/aides/b5d1-les-schemas-damenagement-et-de-gestion-des-ea/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Animer des SAGE (schémas d’aménagement et de gestion des eaux),/aides/10d4-les-schemas-damenagement-et-de-gestion-des-ea/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
Animer des contrat de territoire eau et climat,/aides/9e3b-animation-de-contrat-de-territoire-eau-et-cli/,True,,True,,"['http://www.eau-seine-normandie.fr/sites/public_file/inline-files/NOTE%20PLAN%20DE%20RELANCE%20CA17nov-CB30nov2020_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Listing%20_pieces_justificatives_21122021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Fiche_pratique_V4_2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/OAM002-2021.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/11eme_Annexe_formulaire_INTERNATIONAL_0.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Guide_Utilisation_Demande_ETP_ANIMATION.pdf', 'http://www.eau-seine-normandie.fr/sites/public_file/inline-files/Titre_I.pdf']",True
